order,genus,prm_05,prm_25,prm_50,prm_75,prm_95,avm_05,avm_25,avm_50,avm_75,avm_95,prm_pred,avm_pred,scientific_name,ventilation_method,median_depth,max_size_cm,habitat,reproductive_mode,ac,avm_mort,family,prm_mort,redlist_category,avm_gillnet_05,avm_gillnet_25,avm_gillnet_50,avm_gillnet_75,avm_gillnet_95,avm_gillnet_pred,avm_gillnet_mort
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.2177977207977208,0.45,0.7139999999999999,0,0.21562486095661845,0.361244966442953,0.6510726465364122,0.8107934313833903,0.33066692626861793,0.40502033840050744,Carcharhinus galapagensis,ram,143,300,pelagic,matrotrophic viviparity,7.0985,0.09345794392523364,Carcharhinidae,NA,LC,0.03447368421052631,0.2173701126510608,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3710979559542369,NA
Squaliformes,Isistius,0.04025641025641025,0.08,0.17383720930232557,0.45,0.75,0,0.012,0.23691657397107896,0.43373493975903615,0.6510726465364122,0.2799849183650535,0.2229684474790496,Isistius brasiliensis,ram,1850,42,pelagic,lecithotrophic viviparity,15.604,0.43373493975903615,Dalatiidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
Lamniformes,Lamna,0.07653846153846153,0.11357333333333336,0.17903225806451611,0.429925,0.7139999999999999,0,0.167,0.38488645458587656,0.6510726465364122,0.851,0.278877400961903,0.4154351158626757,Lamna ditropis,ram,325,305,pelagic,matrotrophic viviparity,6.2338,0.7132352941176471,Lamnidae,NA,LC,0.03282962470939887,0.1745071090047393,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3562315307328275,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.17903225806451611,0.45,0.7139999999999999,0,0.23183314794215792,0.3730657105144148,0.6510726465364122,0.8107934313833903,0.3146499709326851,0.40624632474074057,Carcharhinus amblyrhynchos,ram,137.5,265,pelagic,matrotrophic viviparity,6.8746,0.1111111111111111,Carcharhinidae,NA,EN,0.03447368421052631,0.2836288659793815,0.3596753645433615,0.556,0.7880254777070065,0.3825913560299254,NA
Carcharhiniformes,Carcharhinus,0.01619354838709677,0.08661956521739131,0.11357333333333336,0.429925,0.75,0,0.242,0.3730657105144148,0.6510726465364122,0.8018627738794006,0.24781463058976244,0.41153967987567747,Carcharhinus signatus,ram,300,280,demersal,matrotrophic viviparity,10.667,0.7218821463414634,Carcharhinidae,NA,EN,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5940360356331184,NA
NA,NA,0.07653846153846153,0.11501923076923076,0.17903225806451611,0.429925,0.7139999999999999,0,0.045,0.23183314794215792,0.526,0.851,0.29016949026934935,0.2686729432947304,Carcharhinus albimarginatus,ram,400.1666666666667,300,pelagic,matrotrophic viviparity,3.5185,0.15,Carcharhinidae,NA,VU,NA,NA,NA,NA,NA,NA,NA
Carcharhiniformes,Rhizoprionodon,0.03905326716294465,0.08661956521739131,0.157,0.45,0.75,0,0.23183314794215792,0.361244966442953,0.6510726465364122,0.8107934313833903,0.29305198426981927,0.4103374580242534,Rhizoprionodon terraenovae,ram,140,113,demersal,matrotrophic viviparity,6.7403,0.570007748553967,Carcharhinidae,NA,LC,0,0.28540721649484535,0.44,0.7880254777070065,0.7880254777070065,0.4771728339069842,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.15884057971014495,0.429925,0.429925,0.7139999999999999,0,0.23183314794215792,0.394562497946848,0.6510726465364122,0.8107934313833903,0.3752261148643996,0.4276858297678883,Carcharhinus limbatus,ram,70,286,pelagic,matrotrophic viviparity,7.7253,0.8107934313833903,Carcharhinidae,0.429925,VU,0.03282962470939887,0.2836288659793815,0.38,0.4616290322580645,0.66,0.34887396966459827,0.4616290322580645
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.15884057971014495,0.429925,0.429925,0.7139999999999999,0,0.23183314794215792,0.394562497946848,0.6510726465364122,0.8107934313833903,0.3752261148643996,0.4276858297678883,Carcharhinus limbatus,ram,70,286,pelagic,matrotrophic viviparity,7.7253,0.8107934313833903,Carcharhinidae,0.429925,VU,0.03282962470939887,0.2836288659793815,0.38,0.4616290322580645,0.66,0.34887396966459827,NA
Carcharhiniformes,Sphyrna,0.07653846153846153,0.11501923076923076,0.2177977207977208,0.45,0.45,0,0.21562486095661845,0.361244966442953,0.6510726465364122,0.8107934313833903,0.29908586856906094,0.4113001711145485,Sphyrna mokarran,ram,150,610,pelagic,matrotrophic viviparity,7.3981,0.8013927392739274,Sphyrnidae,0.45,CR,0.03447368421052631,0.231657780533168,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3615678574364614,0.286
Carcharhiniformes,Sphyrna,0.07653846153846153,0.11501923076923076,0.2177977207977208,0.45,0.45,0,0.21562486095661845,0.361244966442953,0.6510726465364122,0.8107934313833903,0.29908586856906094,0.4113001711145485,Sphyrna mokarran,ram,150,610,pelagic,matrotrophic viviparity,7.3981,0.8013927392739274,Sphyrnidae,0.45,CR,0.03447368421052631,0.231657780533168,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3615678574364614,NA
NA,Mustelus,0.04025641025641025,0.33,0.5,0.75,0.75,0,0.012,0.167,0.43373493975903615,0.7132352941176471,0.50007266330676,0.22481834059317407,Mustelus canis,ram,404,155,demersal,lecithotrophic viviparity,8.0434,0.01151205673758865,Triakidae,0.75,NT,0.03282962470939887,0.1745071090047393,0.38,0.6179912280701754,0.7880254777070065,0.41016236661377087,NA
Squaliformes,Squalus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.038,0.38488645458587656,0.5285393258426966,0.3361456167977577,0.14910514076738993,Squalus acanthias,stationary,989,200,demersal,lecithotrophic viviparity,8.2153,0.03448275862068965,Squalidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.2425252525252525,0.556,0.17363549709516174,0.1745071090047393
Squaliformes,Squalus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.038,0.38488645458587656,0.5285393258426966,0.3361456167977577,0.14910514076738993,Squalus acanthias,stationary,989,200,demersal,lecithotrophic viviparity,8.2153,0.03448275862068965,Squalidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.2425252525252525,0.556,0.17363549709516174,NA
NA,NA,0.04025641025641025,0.157,0.5,0.5,0.75,0,0.012,0.045,0.39638068181818176,0.5285393258426966,0.4564199091100071,0.19169303460854303,Squalus cubensis,stationary,370.5,110,demersal,lecithotrophic viviparity,7.737926666666667,0.39638068181818176,Squalidae,0.5,LC,NA,NA,NA,NA,NA,NA,NA
NA,Hexanchus,0.01619354838709677,0.04025641025641025,0.2177977207977208,0.5,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7132352941176471,0.3143070537469519,0.25282081274928153,Hexanchus nakamurai,ram,351,177.8,demersal,lecithotrophic viviparity,10.609,0.167,Hexanchidae,NA,NT,NA,NA,NA,NA,NA,NA,NA
Squaliformes,Centrophorus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.038,0.38488645458587656,0.5285393258426966,0.34660580831932225,0.1472188316076407,Centrophorus squamosus,stationary,1683,166,demersal,lecithotrophic viviparity,8.8156,0.012,Centrophoridae,0.33,EN,0,0.03282962470939887,0.1745071090047393,0.2891955922865014,0.687717700258398,0.22576483638637973,NA
Squaliformes,Centroscymnus,0.04025641025641025,0.157,0.17383720930232557,0.5,0.75,0,0.01151205673758865,0.045,0.24884477865677967,0.5285393258426966,0.3140355145427216,0.13660934990665563,Centroscymnus coelolepis,stationary,1901.5,130,demersal,lecithotrophic viviparity,4.5968,0.045,Somniosidae,NA,NT,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.4736631578947368,0.18273208855156903,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.07653846153846153,0.16633889450623526,0.429925,0.7139999999999999,0,0.23183314794215792,0.38488645458587656,0.6510726465364122,0.8107934313833903,0.2296948485615971,0.4199917760915464,Carcharhinus leucas,ram,82.5,366,pelagic,matrotrophic viviparity,6.6321,0.23183314794215792,Carcharhinidae,0.07653846153846153,VU,0.03282962470939887,0.07232530120481928,0.286,0.44,0.66,0.2663774453362377,0.07232530120481928
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.07653846153846153,0.16633889450623526,0.429925,0.7139999999999999,0,0.23183314794215792,0.38488645458587656,0.6510726465364122,0.8107934313833903,0.2296948485615971,0.4199917760915464,Carcharhinus leucas,ram,82.5,366,pelagic,matrotrophic viviparity,6.6321,0.23183314794215792,Carcharhinidae,0.07653846153846153,VU,0.03282962470939887,0.07232530120481928,0.286,0.44,0.66,0.2663774453362377,NA
NA,Ginglymostoma,0.04025641025641025,0.08,0.33,0.45,0.75,0,0,0.045,0.15,0.5525406207510608,0.3346597110618276,0.1531205925788741,Ginglymostoma cirratum,stationary,65,308,pelagic,lecithotrophic oviparity,3.1785,0.0547513572204126,Ginglymostomatidae,NA,VU,0,0.03282962470939887,0.04328168515459051,0.231657780533168,0.3596753645433615,0.1213363672874736,0
NA,Ginglymostoma,0.04025641025641025,0.08,0.33,0.45,0.75,0,0,0.045,0.15,0.5525406207510608,0.3346597110618276,0.1531205925788741,Ginglymostoma cirratum,stationary,65,308,pelagic,lecithotrophic oviparity,3.1785,0.0547513572204126,Ginglymostomatidae,NA,VU,0,0.03282962470939887,0.04328168515459051,0.231657780533168,0.3596753645433615,0.1213363672874736,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.429925,0.429925,0.7139999999999999,0,0.06042702702702703,0.33538379618251823,0.5516212982351182,0.8018627738794006,0.3802844202480814,0.3521100409829078,Carcharhinus acronotus,ram,51.5,164,pelagic,matrotrophic viviparity,8.3419,0.5516212982351182,Carcharhinidae,NA,EN,0.03447368421052631,0.3596753645433615,0.556,0.63,0.928,0.471180237892191,0.6179912280701754
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.429925,0.429925,0.7139999999999999,0,0.06042702702702703,0.33538379618251823,0.5516212982351182,0.8018627738794006,0.3802844202480814,0.3521100409829078,Carcharhinus acronotus,ram,51.5,164,pelagic,matrotrophic viviparity,8.3419,0.5516212982351182,Carcharhinidae,NA,EN,0.03447368421052631,0.3596753645433615,0.556,0.63,0.928,0.471180237892191,NA
NA,Heptranchias,0.01619354838709677,0.08,0.157,0.33,0.75,0,0.23183314794215792,0.33538379618251823,0.5516212982351182,0.8013927392739274,0.24954866157901984,0.3418860607312639,Heptranchias perlo,ram,500,140,demersal,matrotrophic viviparity,11.532,0.242,Lamnidae,NA,NT,0.0520896860986547,0.556,0.6179912280701754,0.687717700258398,0.928,0.626570025945699,NA
NA,Centrophorus,0.01619354838709677,0.08,0.33,0.33,0.75,0,0.012,0.038,0.38488645458587656,0.5285393258426966,0.28613012872878435,0.15187843569423068,Centrophorus granulosus,stationary,775,176,demersal,lecithotrophic viviparity,9.3579,0,Centrophoridae,NA,EN,0,0.0520896860986547,0.1745071090047393,0.556,0.7950242038216498,0.2874843608931042,NA
NA,Carcharhinus,0.04025641025641025,0.08661956521739131,0.17903225806451611,0.45,0.75,0,0,0.06042702702702703,0.38488645458587656,0.8018627738794006,0.34119257904818656,0.2291149446783855,Carcharhinus porosus,ram,42,150,demersal,matrotrophic viviparity,3.888,0,Carcharhinidae,NA,CR,0.03282962470939887,0.2836288659793815,0.3596753645433615,0.44,0.7880254777070065,0.34161758510256496,NA
Carcharhiniformes,Negaprion,0.07653846153846153,0.08661956521739131,0.17903225806451611,0.429925,0.7139999999999999,0,0.06042702702702703,0.33538379618251823,0.5516212982351182,0.8018627738794006,0.28085286535939136,0.3556163677401822,Negaprion brevirostris,ram,60,368,pelagic,matrotrophic viviparity,7.4039,0.06042702702702703,Carcharhinidae,NA,VU,0,0.07232530120481928,0.286,0.44,0.66,0.27622555784721003,0.03447368421052631
Carcharhiniformes,Negaprion,0.07653846153846153,0.08661956521739131,0.17903225806451611,0.429925,0.7139999999999999,0,0.06042702702702703,0.33538379618251823,0.5516212982351182,0.8018627738794006,0.28085286535939136,0.3556163677401822,Negaprion brevirostris,ram,60,368,pelagic,matrotrophic viviparity,7.4039,0.06042702702702703,Carcharhinidae,NA,VU,0,0.07232530120481928,0.286,0.44,0.66,0.27622555784721003,NA
NA,NA,0.07653846153846153,0.11357333333333336,0.429925,0.45,0.7139999999999999,0,0.0547513572204126,0.2655628283970689,0.5516212982351182,0.8013927392739274,0.3655567142211053,0.3197486935749298,Carcharhinus amboinensis,ram,50,280,pelagic,matrotrophic viviparity,9.92492714025501,0,Carcharhinidae,NA,VU,NA,NA,NA,NA,NA,NA,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.429925,0.429925,0.7139999999999999,0,0.1111111111111111,0.3730657105144148,0.7132352941176471,0.851,0.3482055301321737,0.41234239304522935,Carcharhinus sorrah,ram,70,166,pelagic,matrotrophic viviparity,5.01,0.851,Carcharhinidae,NA,NT,0.03282962470939887,0.07232530120481928,0.3596753645433615,0.44,0.7880254777070065,0.3272793189382434,NA
NA,Scyliorhinus,0.04025641025641025,0.157,0.5,0.5,0.75,0,0.012,0.045,0.39638068181818176,0.5362677886196686,0.4097619180808137,0.18932067008275283,Scyliorhinus canicula,stationary,400.5,100,demersal,lecithotrophic oviparity,6.7455,0.5285393258426966,Scyliorhinidae,NA,LC,0,0.03282962470939887,0.0520896860986547,0.231657780533168,0.4736631578947368,0.134835382056274,NA
NA,NA,0.04025641025641025,0.11501923076923076,0.33,0.45,0.75,0,0,0.045,0.39638068181818176,0.6510726465364122,0.3523975771063064,0.18131563727381392,Orectolobus ornatus,stationary,52.5,170,pelagic,lecithotrophic viviparity,5.6825,0,Orectolobidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Somniosus,0.01619354838709677,0.08661956521739131,0.15884057971014495,0.33,0.75,0,0,0.045,0.18320828698553948,0.5285393258426966,0.2582248961114091,0.1260932708324864,Somniosus microcephalus,stationary,1323.5,730,demersal,lecithotrophic viviparity,3.75285,0,Somniosidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.2425252525252525,0.556,0.178290124552111,NA
Squaliformes,Centrophorus,0.04025641025641025,0.157,0.157,0.5,0.75,0,0.012,0.045,0.38488645458587656,0.5285393258426966,0.3098153516132035,0.1604237576582902,Centrophorus harrissoni,stationary,520,111.4,demersal,lecithotrophic viviparity,6.4469,0.038,Centrophoridae,NA,EN,0,0.03282962470939887,0.0908675981370592,0.231657780533168,0.4736631578947368,0.15542555289595353,NA
Carcharhiniformes,Prionace,0.07653846153846153,0.11357333333333336,0.17903225806451611,0.2177977207977208,0.45,0,0.15,0.30047331228979357,0.5516212982351182,0.8013927392739274,0.19082397606093993,0.3317694453026983,Prionace glauca,ram,500,383.5,pelagic,matrotrophic viviparity,8.6017,0.13262718579511354,Carcharhinidae,0.2177977207977208,NT,0.03447368421052631,0.38,0.556,0.63,0.7880254777070065,0.4863783318913475,NA
Lamniformes,Alopias,0.07653846153846153,0.11501923076923076,0.11501923076923076,0.2177977207977208,0.45,0,0.23183314794215792,0.361244966442953,0.6510726465364122,0.8107934313833903,0.1902571712448353,0.3978103190495896,Alopias vulpinus,ram,325,573.3,pelagic,matrotrophic viviparity,8.7014,0.27445770676691733,Alopiidae,0.11501923076923076,VU,0.03447368421052631,0.38,0.556,0.63,0.7880254777070065,0.4970027924246447,0.63
Lamniformes,Alopias,0.07653846153846153,0.11501923076923076,0.11501923076923076,0.2177977207977208,0.45,0,0.23183314794215792,0.361244966442953,0.6510726465364122,0.8107934313833903,0.1902571712448353,0.3978103190495896,Alopias vulpinus,ram,325,573.3,pelagic,matrotrophic viviparity,8.7014,0.27445770676691733,Alopiidae,0.11501923076923076,VU,0.03447368421052631,0.38,0.556,0.63,0.7880254777070065,0.4970027924246447,NA
Lamniformes,Pseudocarcharias,0.07653846153846153,0.11501923076923076,0.17903225806451611,0.429925,0.7139999999999999,0,0.1111111111111111,0.361244966442953,0.7132352941176471,0.851,0.2927402665609883,0.40681831439194954,Pseudocarcharias kamoharai,ram,295,122,pelagic,matrotrophic viviparity,5.2458,0.1605471752966135,Pseudocarchariidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Galeocerdo,0.01619354838709677,0.01619354838709677,0.01619354838709677,0.11357333333333336,0.45,0,0.23183314794215792,0.33538379618251823,0.5516212982351182,0.8013927392739274,0.10891570124676651,0.33912445901881083,Galeocerdo cuvier,ram,556,740,demersal,matrotrophic viviparity,12.342,0.04369140514114492,Carcharhinidae,0.01619354838709677,NT,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5960523401686647,NA
Carcharhiniformes,Galeorhinus,0.01619354838709677,0.04025641025641025,0.157,0.5,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7132352941176471,0.28819843190417566,0.24933539965154636,Galeorhinus galeus,ram,400,199,demersal,lecithotrophic viviparity,11.901,0.27480604328297265,Triakidae,NA,CR,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6059388908881215,0.687717700258398
Carcharhiniformes,Galeorhinus,0.01619354838709677,0.04025641025641025,0.157,0.5,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7132352941176471,0.28819843190417566,0.24933539965154636,Galeorhinus galeus,ram,400,199,demersal,lecithotrophic viviparity,11.901,0.27480604328297265,Triakidae,NA,CR,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6059388908881215,NA
Carcharhiniformes,Sphyrna,0.07472435897435907,0.08,0.11357333333333336,0.2177977207977208,0.45,0,0.23183314794215792,0.33538379618251823,0.5516212982351182,0.8013927392739274,0.15006388037269558,0.338631728020958,Sphyrna lewini,ram,521.5,430,pelagic,matrotrophic viviparity,14.608,0.5994323486208585,Sphyrnidae,0.08,CR,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5985829234713401,0.556
Carcharhiniformes,Sphyrna,0.07472435897435907,0.08,0.11357333333333336,0.2177977207977208,0.45,0,0.23183314794215792,0.33538379618251823,0.5516212982351182,0.8013927392739274,0.15006388037269558,0.338631728020958,Sphyrna lewini,ram,521.5,430,pelagic,matrotrophic viviparity,14.608,0.5994323486208585,Sphyrnidae,0.08,CR,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5985829234713401,NA
Lamniformes,Alopias,0.07653846153846153,0.091875,0.15884057971014495,0.429925,0.7139999999999999,0,0.23183314794215792,0.361244966442953,0.6510726465364122,0.8107934313833903,0.2394534509687916,0.4020614385578948,Alopias pelagicus,ram,150,428,pelagic,matrotrophic viviparity,9.7281,0.5615050215208034,Alopiidae,NA,EN,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5841039080050534,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11357333333333336,0.429925,0.7139999999999999,0.7139999999999999,0,0.242,0.3897244762663623,0.6510726465364122,0.8107934313833903,0.42066272454237047,0.4224565573966537,Carcharhinus brevipinna,ram,100,304,pelagic,matrotrophic viviparity,10.685,0.710550432276657,Carcharhinidae,0.7139999999999999,VU,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5756990102840253,NA
NA,Scymnodon,0.07653846153846153,0.157,0.17903225806451611,0.5,0.75,0,0,0.045,0.18320828698553948,0.5285393258426966,0.3210653977128038,0.12955727790090735,Scymnodon ichiharai,stationary,640,151.1,pelagic,lecithotrophic viviparity,3.9064,0.2552615128151698,Somniosidae,NA,VU,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.4736631578947368,0.17236692042324983,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.2639628482972136,0.429925,0.7139999999999999,0,0.167,0.38488645458587656,0.6510726465364122,0.851,0.3402426444047127,0.4326493097022466,Carcharhinus brachyurus,ram,73,322,pelagic,matrotrophic viviparity,6.2708,0.29777049180327864,Carcharhinidae,NA,VU,0.03282962470939887,0.07232530120481928,0.286,0.38,0.66,0.2879014045669728,0.2836288659793815
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.2639628482972136,0.429925,0.7139999999999999,0,0.167,0.38488645458587656,0.6510726465364122,0.851,0.3402426444047127,0.4326493097022466,Carcharhinus brachyurus,ram,73,322,pelagic,matrotrophic viviparity,6.2708,0.29777049180327864,Carcharhinidae,NA,VU,0.03282962470939887,0.07232530120481928,0.286,0.38,0.66,0.2879014045669728,NA
Carcharhiniformes,Carcharhinus,0.04025641025641025,0.08661956521739131,0.15884057971014495,0.2639628482972136,0.7139999999999999,0,0.23945828698553948,0.33538379618251823,0.5516212982351182,0.8013927392739274,0.23944033104168153,0.35224798013919856,Carcharhinus altimus,ram,405,300,pelagic,matrotrophic viviparity,17.283,0.6875,Carcharhinidae,NA,NT,0.0520896860986547,0.556,0.5783898934259369,0.66,0.928,0.5993626377866829,NA
Squaliformes,Centroscymnus,0.04025641025641025,0.157,0.157,0.5,0.75,0,0.01151205673758865,0.045,0.38488645458587656,0.8013927392739274,0.30800882132203455,0.16759254495511355,Centroscymnus owstonii,stationary,804.5,120,demersal,lecithotrophic viviparity,5.3314,0.12430148562082594,Somniosidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.2425252525252525,0.6328858850129173,0.19494780441105772,NA
NA,Galeus,0.04025641025641025,0.157,0.17383720930232557,0.5,0.75,0,0.01151205673758865,0.045,0.38488645458587656,0.5285393258426966,0.32842787978037946,0.16367075874745388,Galeus melastomus,stationary,1027.5,90,demersal,lecithotrophic oviparity,6.0236,0.5117073170731707,Scyliorhinidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.04025641025641025,0.04025641025641025,0.04025641025641025,0.157,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7218821463414634,0.18235867912122375,0.2928058035273347,Mustelus antarcticus,ram,176.125,185.2,demersal,lecithotrophic viviparity,16.442,0.2881578947368421,Triakidae,0.04025641025641025,LC,NA,NA,NA,NA,NA,NA,NA
Carcharhiniformes,Negaprion,0.07653846153846153,0.091875,0.429925,0.429925,0.7139999999999999,0,0,0.15,0.526,0.8128037598142213,0.34808142010448995,0.2745941496317826,Negaprion acutidens,ram,45,310,pelagic,matrotrophic viviparity,4.7028,0,Carcharhinidae,NA,EN,0.03282962470939887,0.07232530120481928,0.3596753645433615,0.38,0.66,0.3031516353886091,NA
Carcharhiniformes,Rhizoprionodon,0.01619354838709677,0.08661956521739131,0.157,0.429925,0.75,0,0.15,0.38488645458587656,0.6510726465364122,0.851,0.3083891978636827,0.42554247804123674,Rhizoprionodon acutus,ram,100.5,178,demersal,matrotrophic viviparity,6.0408,0.867,Carcharhinidae,NA,VU,0.03282962470939887,0.23980838452723136,0.3596753645433615,0.4616290322580645,0.7880254777070065,0.34050420606242043,NA
