scientific_name,msy_multiple_sim,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,absolute_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75,p_fmsy
Apristurus fedorovi,1.5,0.01224239730944418,0.0025833237741140634,78.89854651162806,0.009659073535330118,Full Retention,1,1,0.3737232283838434,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus fedorovi,1.5,0.01224239730944418,0.0025833237741140634,78.89854651162806,0.009659073535330118,Low Mortality,0.01151205673758865,0.045,0.9597540106762124,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus fedorovi,1.5,0.01224239730944418,0.0025833237741140634,78.89854651162806,0.009659073535330118,Median Mortality,0.17383720930232557,0.045,0.8502949865927127,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus fedorovi,1.5,0.01224239730944418,0.0025833237741140634,78.89854651162806,0.009659073535330118,High Mortality,0.38488645458587656,0.5,0.5387342221874775,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus longicephalus,1.5,0.05447083000691234,0.01149413685863891,78.89854651162777,0.042976693148273425,Full Retention,1,1,0.25485992596378937,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus longicephalus,1.5,0.05447083000691234,0.01149413685863891,78.89854651162777,0.042976693148273425,Low Mortality,0,0.157,0.8822501948537959,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus longicephalus,1.5,0.05447083000691234,0.01149413685863891,78.89854651162777,0.042976693148273425,Median Mortality,0.17383720930232557,0.045,0.8417395642266119,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus longicephalus,1.5,0.05447083000691234,0.01149413685863891,78.89854651162777,0.042976693148273425,High Mortality,0.23437486095661844,0.5,0.5371976755161396,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus macrostomus,1.5,0.05447083000691234,0.010618271247397502,80.50649999999992,0.04385255875951483,Full Retention,1,1,0.25485992596378937,0.01151205673758865,0.157,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus macrostomus,1.5,0.05447083000691234,0.010618271247397502,80.50649999999992,0.04385255875951483,Low Mortality,0.01151205673758865,0.045,0.9580045128317998,0.01151205673758865,0.157,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus macrostomus,1.5,0.05447083000691234,0.010618271247397502,80.50649999999992,0.04385255875951483,Median Mortality,0.157,0.045,0.8537991124474825,0.01151205673758865,0.157,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus macrostomus,1.5,0.05447083000691234,0.010618271247397502,80.50649999999992,0.04385255875951483,High Mortality,0.38488645458587656,0.5,0.48087406179048064,0.01151205673758865,0.157,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus melanoasper,1.5,0.04076096491588672,0.008601156053137516,78.89854651162787,0.032159808862749203,Full Retention,1,1,0.2627108182574192,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus melanoasper,1.5,0.04076096491588672,0.008601156053137516,78.89854651162787,0.032159808862749203,Low Mortality,0,0.157,0.8822558511376798,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus melanoasper,1.5,0.04076096491588672,0.008601156053137516,78.89854651162787,0.032159808862749203,Median Mortality,0.17383720930232557,0.045,0.8417509571825528,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus melanoasper,1.5,0.04076096491588672,0.008601156053137516,78.89854651162787,0.032159808862749203,High Mortality,0.23437486095661844,0.5,0.5377817503757893,0,0.17383720930232557,0.23437486095661844,0.157,0.045,0.5,NA
Apristurus micropterygeus,1.5,0.0697385377560006,0.014715845108053287,78.8985465116279,0.05502269264794731,Full Retention,1,1,0.25169316421446913,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus micropterygeus,1.5,0.0697385377560006,0.014715845108053287,78.8985465116279,0.05502269264794731,Low Mortality,0.01151205673758865,0.045,0.9580044897079084,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus micropterygeus,1.5,0.0697385377560006,0.014715845108053287,78.8985465116279,0.05502269264794731,Median Mortality,0.17383720930232557,0.045,0.8417391107063209,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Apristurus micropterygeus,1.5,0.0697385377560006,0.014715845108053287,78.8985465116279,0.05502269264794731,High Mortality,0.38488645458587656,0.5,0.48069452870835017,0.01151205673758865,0.17383720930232557,0.38488645458587656,0.157,0.045,0.5,NA
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,0.08688131447163923,Full Retention,1,1,0.2502074157351983,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925,NA
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,0.08688131447163923,Low Mortality,0.01151205673758865,0.04025641025641025,0.961521225313742,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925,NA
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,0.08688131447163923,Median Mortality,0.091875,0.045,0.9004445312507436,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925,NA
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,0.08688131447163923,High Mortality,0.39638068181818176,0.429925,0.5080814126868193,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925,NA
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,0.05664109932021229,Full Retention,1,1,0.2500066463623053,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925,NA
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,0.05664109932021229,Low Mortality,0.06042702702702703,0.11501923076923076,0.873628009277547,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925,NA
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,0.05664109932021229,Median Mortality,0.429925,0.33538379618251823,0.5341608118363923,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925,NA
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,0.05664109932021229,High Mortality,0.5516212982351182,0.429925,0.44170711876930935,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925,NA
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,0.03879436493132289,Full Retention,1,1,0.25298479004104696,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925,NA
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,0.03879436493132289,Low Mortality,0.045,0.11501923076923076,0.8838675078035177,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925,NA
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,0.03879436493132289,Median Mortality,0.17903225806451611,0.23183314794215792,0.7229811766218625,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925,NA
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,0.03879436493132289,High Mortality,0.526,0.429925,0.4527907551496596,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925,NA
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,0.02822094062002539,Full Retention,1,1,0.2564144300344364,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136,NA
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,0.02822094062002539,Low Mortality,0.15884057971014495,0.08661956521739131,0.8262255293339734,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136,NA
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,0.02822094062002539,Median Mortality,0.15884057971014495,0.33538379618251823,0.6693086861758145,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136,NA
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,0.02822094062002539,High Mortality,0.5516212982351182,0.33538379618251823,0.47388628360705537,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136,NA
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,0.05022915172877693,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925,NA
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,0.05022915172877693,Low Mortality,0.0547513572204126,0.08661956521739131,0.8975287123753272,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925,NA
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,0.05022915172877693,Median Mortality,0.157,0.2655628283970689,0.7143479239829472,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925,NA
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,0.05022915172877693,High Mortality,0.5516212982351182,0.429925,0.4417210048357793,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925,NA
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,0.028822725151876002,Full Retention,1,1,0.2543710270478311,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45,NA
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,0.028822725151876002,Low Mortality,0.17903225806451611,0.091875,0.8091566244327234,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45,NA
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,0.028822725151876002,Median Mortality,0.17903225806451611,0.3730657105144148,0.6360337395662977,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45,NA
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,0.028822725151876002,High Mortality,0.6510726465364122,0.45,0.3945435568173229,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45,NA
Carcharhinus amboinensis,1.5,0.0811285324105828,0.04716129199328435,41.868427060154225,0.03396724041729844,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.45,NA
Carcharhinus amboinensis,1.5,0.0811285324105828,0.04716129199328435,41.868427060154225,0.03396724041729844,Low Mortality,0.0547513572204126,0.11357333333333336,0.8784202029403505,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.45,NA
Carcharhinus amboinensis,1.5,0.0811285324105828,0.04716129199328435,41.868427060154225,0.03396724041729844,Median Mortality,0.429925,0.2655628283970689,0.5640140618264102,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.45,NA
Carcharhinus amboinensis,1.5,0.0811285324105828,0.04716129199328435,41.868427060154225,0.03396724041729844,High Mortality,0.5516212982351182,0.45,0.434972335615708,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.45,NA
Carcharhinus borneensis,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus borneensis,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Low Mortality,0.0547513572204126,0.08661956521739131,0.8975287123753272,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus borneensis,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Median Mortality,0.33,0.2655628283970689,0.6190549116804906,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus borneensis,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,High Mortality,0.5516212982351182,0.5,0.4181653324964359,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus brachyurus,1.5,0.06715183425,0.03674908156657679,45.274642194041355,0.030402752683423212,Full Retention,1,1,0.25202347220984067,0.167,0.2639628482972136,0.6510726465364122,0.091875,0.38488645458587656,0.429925,NA
Carcharhinus brachyurus,1.5,0.06715183425,0.03674908156657679,45.274642194041355,0.030402752683423212,Low Mortality,0.167,0.091875,0.8173511334655249,0.167,0.2639628482972136,0.6510726465364122,0.091875,0.38488645458587656,0.429925,NA
Carcharhinus brachyurus,1.5,0.06715183425,0.03674908156657679,45.274642194041355,0.030402752683423212,Median Mortality,0.2639628482972136,0.38488645458587656,0.589564646854397,0.167,0.2639628482972136,0.6510726465364122,0.091875,0.38488645458587656,0.429925,NA
Carcharhinus brachyurus,1.5,0.06715183425,0.03674908156657679,45.274642194041355,0.030402752683423212,High Mortality,0.6510726465364122,0.429925,0.3993518918943928,0.167,0.2639628482972136,0.6510726465364122,0.091875,0.38488645458587656,0.429925,NA
Carcharhinus brevipinna,1.5,0.11914994948388569,0.0776973461518034,34.79028191924537,0.04145260333208228,Full Retention,1,1,0.2500555902368819,0.242,0.429925,0.6510726465364122,0.11357333333333336,0.3897244762663623,0.7139999999999999,NA
Carcharhinus brevipinna,1.5,0.11914994948388569,0.0776973461518034,34.79028191924537,0.04145260333208228,Low Mortality,0.242,0.11357333333333336,0.7539335600016814,0.242,0.429925,0.6510726465364122,0.11357333333333336,0.3897244762663623,0.7139999999999999,NA
Carcharhinus brevipinna,1.5,0.11914994948388569,0.0776973461518034,34.79028191924537,0.04145260333208228,Median Mortality,0.429925,0.3897244762663623,0.5109271257520849,0.242,0.429925,0.6510726465364122,0.11357333333333336,0.3897244762663623,0.7139999999999999,NA
Carcharhinus brevipinna,1.5,0.11914994948388569,0.0776973461518034,34.79028191924537,0.04145260333208228,High Mortality,0.6510726465364122,0.7139999999999999,0.32485034353034,0.242,0.429925,0.6510726465364122,0.11357333333333336,0.3897244762663623,0.7139999999999999,NA
Carcharhinus cautus,1.5,0.062543269125,0.03635738611036345,41.86842706015416,0.026185883014636542,Full Retention,1,1,0.25278043814524176,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.5,NA
Carcharhinus cautus,1.5,0.062543269125,0.03635738611036345,41.86842706015416,0.026185883014636542,Low Mortality,0.0547513572204126,0.11357333333333336,0.8784202308400729,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.5,NA
Carcharhinus cautus,1.5,0.062543269125,0.03635738611036345,41.86842706015416,0.026185883014636542,Median Mortality,0.429925,0.2655628283970689,0.5640296022405427,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.5,NA
Carcharhinus cautus,1.5,0.062543269125,0.03635738611036345,41.86842706015416,0.026185883014636542,High Mortality,0.5516212982351182,0.5,0.4183439246210366,0.0547513572204126,0.429925,0.5516212982351182,0.11357333333333336,0.2655628283970689,0.5,NA
Carcharhinus cerdale,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus cerdale,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Low Mortality,0.0547513572204126,0.08661956521739131,0.8975287123753272,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus cerdale,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,Median Mortality,0.33,0.2655628283970689,0.6190549116804906,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus cerdale,1.5,0.0811285324105828,0.041207379791032964,49.20729049739636,0.03992115261954983,High Mortality,0.5516212982351182,0.5,0.4181653324964359,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus coatesi,1.5,0.0811285324105828,0.05039046623804751,37.88810823912508,0.030738066172535286,Full Retention,1,1,0.250772680009436,0.09345794392523364,0.429925,0.5516212982351182,0.11357333333333336,0.33538379618251823,0.5,NA
Carcharhinus coatesi,1.5,0.0811285324105828,0.05039046623804751,37.88810823912508,0.030738066172535286,Low Mortality,0.09345794392523364,0.11357333333333336,0.8526872902548674,0.09345794392523364,0.429925,0.5516212982351182,0.11357333333333336,0.33538379618251823,0.5,NA
Carcharhinus coatesi,1.5,0.0811285324105828,0.05039046623804751,37.88810823912508,0.030738066172535286,Median Mortality,0.429925,0.33538379618251823,0.5341625305761187,0.09345794392523364,0.429925,0.5516212982351182,0.11357333333333336,0.33538379618251823,0.5,NA
Carcharhinus coatesi,1.5,0.0811285324105828,0.05039046623804751,37.88810823912508,0.030738066172535286,High Mortality,0.5516212982351182,0.5,0.4181653324964359,0.09345794392523364,0.429925,0.5516212982351182,0.11357333333333336,0.33538379618251823,0.5,NA
Carcharhinus falciformis,1.5,0.07234761975,0.03145052889127314,56.5285920947342,0.04089709085872686,Full Retention,1,1,0.2514146739159222,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.091875,0.361244966442953,0.2177977207977208,NA
Carcharhinus falciformis,1.5,0.07234761975,0.03145052889127314,56.5285920947342,0.04089709085872686,Low Mortality,0.11501923076923076,0.091875,0.8527548755125902,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.091875,0.361244966442953,0.2177977207977208,NA
Carcharhinus falciformis,1.5,0.07234761975,0.03145052889127314,56.5285920947342,0.04089709085872686,Median Mortality,0.11501923076923076,0.361244966442953,0.6739647719935516,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.091875,0.361244966442953,0.2177977207977208,NA
Carcharhinus falciformis,1.5,0.07234761975,0.03145052889127314,56.5285920947342,0.04089709085872686,High Mortality,0.6510726465364122,0.361244966442953,0.4172254117099008,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.091875,0.361244966442953,0.2177977207977208,NA
Carcharhinus fitzroyensis,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Full Retention,1,1,0.2526009206187856,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus fitzroyensis,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Low Mortality,0.0547513572204126,0.08661956521739131,0.897528725673026,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus fitzroyensis,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Median Mortality,0.33,0.2655628283970689,0.6190597761961361,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus fitzroyensis,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,High Mortality,0.5516212982351182,0.5,0.4183225673728681,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus galapagensis,1.5,0.11689088037793594,0.058488030187751436,49.96356431002507,0.0584028501901845,Full Retention,1,1,0.2500650549196913,0.21562486095661845,0.2177977207977208,0.6510726465364122,0.091875,0.361244966442953,0.45,NA
Carcharhinus galapagensis,1.5,0.11689088037793594,0.058488030187751436,49.96356431002507,0.0584028501901845,Low Mortality,0.21562486095661845,0.091875,0.7842330048587126,0.21562486095661845,0.2177977207977208,0.6510726465364122,0.091875,0.361244966442953,0.45,NA
Carcharhinus galapagensis,1.5,0.11689088037793594,0.058488030187751436,49.96356431002507,0.0584028501901845,Median Mortality,0.2177977207977208,0.361244966442953,0.6247267326373729,0.21562486095661845,0.2177977207977208,0.6510726465364122,0.091875,0.361244966442953,0.45,NA
Carcharhinus galapagensis,1.5,0.11689088037793594,0.058488030187751436,49.96356431002507,0.0584028501901845,High Mortality,0.6510726465364122,0.45,0.39393328289565216,0.21562486095661845,0.2177977207977208,0.6510726465364122,0.091875,0.361244966442953,0.45,NA
Carcharhinus hemiodon,1.5,0.06351057749528352,0.02920965127467426,54.00821024365043,0.03430092622060926,Full Retention,1,1,0.2526009206187856,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.08661956521739131,0.3897244762663623,0.429925,NA
Carcharhinus hemiodon,1.5,0.06351057749528352,0.02920965127467426,54.00821024365043,0.03430092622060926,Low Mortality,0.11501923076923076,0.08661956521739131,0.8562431278256594,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.08661956521739131,0.3897244762663623,0.429925,NA
Carcharhinus hemiodon,1.5,0.06351057749528352,0.02920965127467426,54.00821024365043,0.03430092622060926,Median Mortality,0.11501923076923076,0.3897244762663623,0.6550641530722698,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.08661956521739131,0.3897244762663623,0.429925,NA
Carcharhinus hemiodon,1.5,0.06351057749528352,0.02920965127467426,54.00821024365043,0.03430092622060926,High Mortality,0.6510726465364122,0.429925,0.3994338768176048,0.23183314794215792,0.11501923076923076,0.6510726465364122,0.08661956521739131,0.3897244762663623,0.429925,NA
Carcharhinus humani,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Full Retention,1,1,0.2526009206187856,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus humani,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Low Mortality,0.0547513572204126,0.08661956521739131,0.897528725673026,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus humani,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,Median Mortality,0.33,0.2655628283970689,0.6190597761961361,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus humani,1.5,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,High Mortality,0.5516212982351182,0.5,0.4183225673728681,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.5,NA
Carcharhinus isodon,1.5,0.064287371625,0.021162082075811953,67.08205431191953,0.04312528954918805,Full Retention,1,1,0.2524652302231219,0.06042702702702703,0.08661956521739131,0.5516212982351182,0.07653846153846153,0.2655628283970689,0.429925,NA
Carcharhinus isodon,1.5,0.064287371625,0.021162082075811953,67.08205431191953,0.04312528954918805,Low Mortality,0.06042702702702703,0.07653846153846153,0.9007446374115704,0.06042702702702703,0.08661956521739131,0.5516212982351182,0.07653846153846153,0.2655628283970689,0.429925,NA
Carcharhinus isodon,1.5,0.064287371625,0.021162082075811953,67.08205431191953,0.04312528954918805,Median Mortality,0.08661956521739131,0.2655628283970689,0.7531157188675224,0.06042702702702703,0.08661956521739131,0.5516212982351182,0.07653846153846153,0.2655628283970689,0.429925,NA
Carcharhinus isodon,1.5,0.064287371625,0.021162082075811953,67.08205431191953,0.04312528954918805,High Mortality,0.5516212982351182,0.429925,0.441817335698722,0.06042702702702703,0.08661956521739131,0.5516212982351182,0.07653846153846153,0.2655628283970689,0.429925,NA
Carcharhinus leiodon,1.5,0.07908848706977871,0.040171185487356806,49.207290497396535,0.038917301582421904,Full Retention,1,1,0.25088927551536616,0.0547513572204126,0.33,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.45,NA
